NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26
10955114,C,A,C,C,C,C,B,D,B,C,C,C,A,C,A,A,A,B,B,A,A,D,A,A,B,C
3713896,B,B,B,D,A,B,A,A,B,C,B,A,A,A,B,D,D,B,A,C,A,C,B,C,C,C
19997200,B,A,A,A,B,B,D,B,B,A,B,B,C,C,A,A,A,B,B,A,A,A,B,C,D,A
4657414,B,D,A,A,B,A,B,B,D,A,A,A,B,D,B,C,C,A,D,D,A,D,C,D,D,C
6868914,C,B,D,C,D,B,B,D,B,C,A,A,C,D,A,A,A,A,A,A,B,A,D,D,D,A
5865530,D,C,B,A,B,D,B,D,B,B,B,A,B,C,B,B,C,A,B,D,B,A,C,B,A,B
19707514,C,A,C,C,A,C,C,D,B,C,B,A,D,C,A,B,A,D,B,D,D,A,A,A,B,A
20258548,C,A,D,A,A,B,B,D,C,C,D,C,D,C,B,B,C,C,C,B,A,B,C,A,C,A
20108565,C,C,D,C,B,C,A,D,C,C,B,A,B,C,B,B,C,B,A,A,B,C,D,B,C,B
5335233,D,A,C,C,B,A,B,D,D,C,D,B,B,A,A,A,A,B,A,B,C,B,A,A,D,C
6929324,D,C,A,A,B,A,D,A,B,A,C,B,C,C,B,A,B,B,A,D,A,B,A,A,D,C
6136228,A,C,B,D,A,B,D,B,C,A,D,A,B,B,B,D,A,B,B,B,B,B,C,C,A,B
10168757,B,B,A,C,C,C,C,B,C,C,B,C,B,D,A,B,B,D,A,C,B,C,A,C,A,C
10276390,C,C,B,C,B,B,B,D,B,A,A,A,B,A,A,C,C,B,A,B,C,D,D,B,D,C
5584021,B,A,C,C,A,D,B,C,B,D,B,B,A,A,A,A,D,B,D,B,B,B,A,A,D,C
4657917,C,A,B,A,B,C,D,C,D,D,D,C,C,D,A,A,A,B,D,A,B,C,B,A,D,A
19805622,D,D,D,A,D,C,D,C,A,C,B,A,C,D,A,D,B,B,D,C,B,C,B,C,D,B
19710612,C,A,A,C,A,A,D,D,B,A,D,B,B,C,A,D,A,B,C,B,A,C,A,A,A,C
6655380,D,D,B,D,B,C,B,C,D,A,B,A,C,C,A,A,C,C,B,C,C,A,C,C,B,C
19904510,D,A,B,C,A,A,B,B,B,A,B,A,B,B,A,D,A,B,B,A,B,A,C,B,B,C
19800186,C,B,B,A,A,C,A,C,A,A,C,B,B,B,A,D,A,A,D,A,D,D,D,C,C,C
6133808,A,C,A,D,B,B,D,D,D,A,A,A,A,B,A,A,B,A,B,B,B,B,B,B,A,A
2328128,B,C,B,C,D,B,D,B,D,C,C,C,C,C,B,A,A,A,C,A,A,B,C,C,C,C
6439477,C,A,C,B,A,C,D,D,D,C,D,B,B,D,A,A,A,B,B,A,B,B,A,C,D,C
19912589,A,A,A,D,C,D,B,B,C,D,D,C,A,A,C,B,C,A,D,D,D,D,D,C,A,B
19979486,A,B,A,C,A,B,D,D,D,D,B,A,C,C,B,D,D,C,C,A,B,D,D,D,D,B
20032306,A,A,A,B,B,B,C,D,A,A,B,A,B,C,A,B,A,B,A,C,A,A,D,D,A,C
19890868,A,D,C,C,A,A,C,B,D,D,C,C,C,D,B,C,B,A,A,B,D,B,A,B,C,D
19976886,B,D,A,D,C,C,D,A,D,A,A,A,A,A,A,C,C,A,D,C,D,A,C,B,A,A
3269252,B,A,D,B,D,A,D,D,D,A,A,A,B,D,A,C,A,B,B,A,A,D,A,A,D,A
4114445,B,A,D,C,A,D,D,B,A,A,A,A,B,A,A,A,A,B,B,B,C,B,A,A,A,C
3008903,A,B,C,C,B,B,D,A,B,B,B,C,A,B,B,D,B,A,D,D,A,C,C,C,D,C
19866709,B,C,B,A,C,C,C,B,B,B,D,C,B,B,A,D,C,A,A,A,B,B,C,B,A,C
19747174,B,A,B,C,D,C,D,B,B,C,C,A,D,C,A,A,C,B,B,D,B,B,C,C,D,C
4658122,D,B,D,C,C,B,B,B,B,B,A,B,A,A,A,C,C,A,B,A,B,C,A,B,B,A
19843466,C,C,C,D,C,B,D,D,D,D,D,C,B,C,C,A,C,D,D,B,C,A,C,C,C,B
19726675,A,A,A,C,B,B,D,B,D,B,C,C,A,C,C,A,D,A,A,A,D,D,D,B,A,A
7091858,A,A,A,B,A,C,D,B,B,A,B,A,B,A,D,A,C,B,B,C,B,A,B,D,C,C
19871663,B,C,B,C,B,B,D,D,B,C,D,A,B,C,A,D,A,B,A,D,A,B,C,C,C,C
3852469,B,A,A,A,B,A,B,A,B,B,A,A,A,C,A,A,A,A,A,D,A,A,C,D,D,C
3853284,C,B,A,D,B,C,D,B,B,B,D,C,B,D,B,C,C,B,A,A,B,A,A,C,A,B
19898998,C,C,C,C,C,C,C,C,D,A,A,C,C,C,A,A,A,C,C,A,C,A,A,C,D,C
6899880,C,D,B,C,B,C,D,C,D,D,B,A,A,C,A,B,A,C,D,B,B,C,B,A,D,D
5021046,C,A,C,C,C,A,D,D,A,C,D,B,A,C,A,A,C,B,B,B,C,B,A,C,D,B
19957682,A,B,D,B,A,C,A,A,A,D,C,A,D,B,B,A,C,A,A,B,A,D,A,A,A,D
10276970,B,A,A,D,B,D,B,B,D,A,C,A,A,C,C,A,B,B,B,D,A,D,D,A,C,B
5483836,A,A,C,C,B,B,B,C,C,C,D,C,B,C,A,B,C,D,D,C,B,C,A,B,C,C
19735947,A,B,C,C,C,B,A,A,B,C,D,A,A,D,C,C,C,A,B,C,B,C,A,D,A,B
19877087,A,D,C,C,B,D,D,A,D,A,D,B,A,B,A,B,A,B,C,A,B,B,C,C,C,C
19760683,C,D,B,C,C,B,D,B,D,C,C,B,B,B,A,C,C,B,C,A,A,B,B,D,A,C
19851617,B,A,B,B,A,C,D,A,A,B,D,C,B,A,D,A,B,B,B,A,B,D,B,A,D,C
20091760,B,A,A,B,B,B,C,B,B,A,A,A,D,B,B,C,C,B,A,D,B,B,A,D,A,B
6653604,D,A,A,C,B,A,D,D,B,A,A,A,B,B,B,B,C,B,A,D,A,B,B,B,D,C
19744173,B,A,B,C,B,A,B,D,D,D,B,C,B,C,B,D,C,B,D,A,C,D,D,D,C,A
5335230,C,A,C,D,A,D,D,D,B,C,D,B,B,D,A,A,A,B,B,D,C,B,A,A,C,C
19701192,A,C,B,B,C,B,A,A,C,B,D,A,B,C,A,C,B,C,C,A,B,A,C,B,D,C
6302801,C,C,C,D,D,B,D,A,B,A,A,C,D,D,C,A,D,B,D,B,B,A,C,B,C,D
5750142,C,A,A,C,B,C,A,C,C,A,A,B,C,C,C,A,A,A,D,C,A,B,D,D,D,B
5544624,A,A,C,A,A,B,D,D,B,C,B,A,B,C,D,D,A,B,C,D,D,B,A,A,D,C
6868518,B,A,C,B,B,B,B,B,C,B,B,A,A,A,B,D,A,B,A,A,C,A,C,B,D,C
19816871,C,A,C,C,A,C,D,D,B,A,D,B,B,C,A,D,A,B,B,D,A,C,A,A,A,C
19842370,B,B,D,A,A,D,A,D,D,C,D,B,B,C,A,A,A,B,B,A,C,D,A,A,A,A
19771695,C,A,B,C,A,B,D,D,B,A,C,A,B,A,A,C,A,B,C,D,A,B,A,A,A,A
3713750,C,B,A,C,A,D,D,D,D,A,D,B,A,C,C,A,B,B,B,D,B,A,C,A,A,B
4601964,C,B,C,B,B,B,B,C,D,C,B,D,B,A,B,B,C,B,D,C,B,B,C,C,D,B
19934716,D,A,A,B,B,B,C,D,B,B,D,B,B,C,A,A,B,B,A,B,A,B,A,A,A,C
19756207,C,A,A,C,A,A,C,B,D,C,B,B,A,B,B,A,B,B,A,C,B,B,A,B,B,C
5061017,C,A,C,C,A,D,A,D,D,C,D,B,A,A,A,A,A,B,C,C,C,B,A,A,D,C
19754999,C,A,A,C,C,C,B,D,D,C,D,B,B,D,A,D,A,B,B,D,C,B,A,A,D,D
19871666,A,A,B,B,D,B,A,B,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,A,A,B
3009605,D,A,A,C,C,D,A,D,C,C,A,D,A,B,D,B,B,B,A,C,C,B,A,B,D,D
4657795,C,C,B,D,B,D,D,D,B,A,B,C,B,C,D,C,D,C,D,B,C,B,D,D,D,B
20382632,B,A,D,D,B,A,B,B,D,A,B,B,A,C,A,A,C,C,D,D,B,B,C,C,A,D
20000796,C,D,C,B,A,A,D,D,B,C,D,B,D,C,A,A,C,B,D,A,C,D,A,A,B,C
2294463,A,B,A,C,D,B,C,D,A,B,B,A,A,C,A,A,B,A,D,C,D,D,C,D,D,A
3775642,B,A,A,B,B,B,A,B,A,D,A,A,A,C,A,B,A,D,A,D,A,D,A,C,B,C
19916052,A,A,B,C,A,C,A,D,D,B,B,B,C,C,A,A,A,B,B,A,B,C,B,C,D,C
19860496,A,C,A,D,A,C,A,C,B,A,B,A,B,B,A,B,B,B,D,D,C,B,A,C,A,A
20355484,A,C,A,C,A,B,B,B,B,A,C,A,B,A,B,A,B,B,A,C,A,B,C,A,A,B
7320525,C,B,A,D,A,D,D,D,D,C,C,A,B,C,B,D,A,B,A,B,A,D,C,A,D,B
5066667,D,B,D,D,A,B,A,B,D,B,D,C,D,A,C,B,B,A,A,A,C,D,A,B,A,D
7120105,C,B,D,A,C,C,D,C,A,D,C,D,A,B,C,A,D,B,D,B,B,C,D,D,C,B
4953866,B,A,D,C,C,C,D,A,B,D,D,B,D,B,A,C,C,C,C,A,B,D,A,C,B,C
4658478,A,A,D,C,A,A,D,A,D,A,A,A,B,B,B,D,C,B,A,D,B,D,D,A,B,B
5825294,A,A,C,A,A,B,B,A,D,D,C,A,B,D,B,A,A,B,B,D,C,D,A,A,D,B
19980780,C,A,A,C,C,D,D,D,D,C,D,B,B,B,A,D,A,B,B,D,C,B,A,A,D,D
3245126,B,A,D,C,A,B,C,A,A,A,B,D,C,B,B,C,B,B,D,B,A,B,D,D,B,A
19930414,A,C,C,B,B,C,C,B,B,D,B,B,A,B,B,B,B,B,A,C,D,C,C,C,D,A
19972087,D,A,A,A,A,C,B,A,A,D,C,A,C,A,B,B,B,A,D,A,A,A,A,C,A,A
19876365,C,A,D,C,B,D,C,D,B,C,D,D,C,B,A,A,D,B,B,A,C,B,A,D,C,C
19879482,C,C,B,B,B,B,C,C,C,D,C,C,B,C,C,A,C,B,B,C,B,C,D,A,C,B
19814693,C,A,C,C,A,C,D,D,D,C,D,B,B,C,A,C,A,B,B,B,C,B,A,A,D,C
5237898,C,C,D,D,A,D,B,C,A,C,D,B,B,D,A,B,A,B,A,C,A,B,D,C,D,C
6878438,B,D,B,B,B,C,C,A,D,C,A,B,A,B,C,B,C,B,B,C,B,A,B,B,B,B
4845346,D,A,A,B,C,B,D,C,B,B,B,B,B,B,B,C,C,C,A,A,D,D,C,A,D,B
5718896,A,A,D,C,C,D,D,B,D,B,D,A,C,A,B,A,D,B,B,A,D,D,B,A,D,C
20089460,C,A,A,C,B,C,B,D,D,C,B,B,B,D,A,A,A,B,B,A,B,B,A,A,D,C
4843226,D,B,D,B,C,A,D,A,C,C,C,A,D,D,B,D,D,A,A,A,C,D,A,C,D,A
19866523,B,A,A,B,A,D,B,A,C,C,A,A,B,A,A,A,C,C,A,A,A,A,A,A,A,A
19914242,A,A,C,A,D,C,A,B,D,A,B,D,A,A,A,C,B,B,C,A,B,A,C,B,A,B
6046249,D,A,C,C,C,A,C,A,C,A,D,A,B,C,B,B,D,A,B,D,C,D,B,D,B,C
7120907,B,D,C,C,A,C,B,A,A,D,D,A,B,D,A,A,A,B,A,D,A,D,A,A,D,C
5020795,B,A,B,B,A,B,B,A,D,A,A,A,A,B,B,A,B,B,B,A,B,B,C,B,A,B
19714017,B,A,A,A,B,C,D,D,D,A,B,A,A,D,A,D,B,B,A,C,B,B,A,A,A,B
2935315,A,B,B,B,B,D,A,D,A,B,C,A,B,A,D,C,D,C,A,D,A,B,C,D,C,C
19854284,C,A,C,C,D,B,D,D,B,C,A,B,C,A,A,C,A,A,A,A,A,B,A,A,D,C
6728391,C,A,C,A,C,B,D,B,A,B,C,B,B,D,A,A,D,C,B,C,D,A,C,B,B,A
20165877,C,A,B,B,B,A,D,B,A,A,A,A,B,D,A,D,A,C,C,D,B,A,C,C,D,B
3068356,C,A,B,C,A,D,B,D,D,C,C,A,B,D,A,A,A,B,A,A,B,D,A,A,D,C
3164597,C,A,D,C,A,D,D,D,D,A,D,B,C,B,A,A,A,B,B,D,A,A,A,A,D,C
5202366,B,B,A,A,B,B,D,A,B,D,B,A,C,C,D,A,B,C,B,A,A,C,A,A,C,D
19739830,D,A,B,A,A,C,D,D,D,C,C,A,A,B,A,A,D,B,D,A,D,A,A,A,D,C
4235603,D,C,A,C,B,A,A,D,D,A,B,C,A,A,B,B,A,B,A,C,A,D,A,C,A,D
20384230,C,C,B,C,C,D,B,D,D,C,A,A,C,C,B,C,A,A,C,B,A,C,B,B,C,D
19804666,A,A,A,D,B,B,B,A,A,B,A,B,B,B,A,A,A,B,C,A,B,A,D,C,D,D
4976792,C,A,C,C,A,D,B,D,D,C,D,B,B,C,C,B,A,C,B,A,A,B,B,B,D,D
4658467,B,C,C,B,B,B,C,A,A,C,B,B,B,B,C,A,C,B,D,A,D,C,B,A,B,A
19742898,D,D,C,B,D,A,D,B,A,A,A,C,A,B,B,D,B,A,D,A,B,A,C,C,B,B
19860014,B,C,C,A,B,A,A,B,C,A,C,A,C,C,B,C,A,B,A,C,C,A,D,B,A,B
19727110,C,A,C,C,A,C,B,A,B,C,D,B,B,C,A,A,C,B,B,C,B,B,C,A,D,C
19727767,A,A,C,A,B,A,B,A,B,A,A,D,A,B,B,A,B,B,B,C,B,A,A,A,B,A
19883719,C,A,C,A,B,A,C,D,D,A,C,B,A,C,B,D,A,B,C,A,C,C,B,D,B,A
6440129,C,B,C,C,A,A,B,D,C,C,B,B,B,B,B,A,A,B,A,A,A,B,A,A,D,C
20250773,D,B,B,D,C,B,B,B,B,B,A,A,B,D,B,A,D,A,B,D,C,C,C,B,A,A
19734982,A,A,D,B,A,A,D,A,C,B,A,A,B,D,A,A,A,A,D,A,A,D,D,D,D,A
19734808,C,A,A,C,B,B,D,D,D,A,A,C,A,D,B,D,B,A,D,A,B,D,C,B,C,C
10989500,B,A,C,D,B,A,D,A,B,A,B,A,A,A,B,B,A,B,C,D,A,A,B,D,D,C
19941136,A,C,A,B,D,B,C,C,B,A,C,A,B,B,B,C,B,B,A,D,A,A,B,D,D,B
19974408,B,A,B,C,A,D,A,B,C,A,D,A,A,A,A,A,A,B,A,A,A,A,A,A,D,C
3716619,C,A,A,C,C,C,B,D,D,C,D,B,B,D,A,D,A,B,B,D,C,B,A,A,D,D
5359431,C,C,C,C,B,D,D,D,D,C,D,B,B,C,A,B,A,B,D,A,A,B,C,C,D,B
19871642,B,A,C,C,B,B,C,D,B,C,B,C,B,B,A,C,C,B,A,D,B,D,C,A,D,C
2243798,B,C,B,B,B,C,D,B,B,C,B,A,C,B,A,D,C,A,C,C,C,C,C,D,D,C
5534278,C,A,A,B,B,A,C,D,D,C,D,C,B,D,B,B,A,B,B,B,C,B,A,C,D,A
4471259,C,A,B,C,B,D,D,D,D,B,D,A,A,C,A,C,B,A,B,A,B,B,B,B,B,D
19764641,B,C,C,A,A,B,B,C,D,A,C,A,C,C,C,C,B,A,A,A,D,D,D,A,C,A
6692123,B,C,B,A,A,C,C,B,B,C,B,B,A,B,A,B,C,B,B,B,D,C,C,B,B,B
19726177,A,B,B,C,D,A,B,A,D,C,B,A,B,B,A,D,C,B,D,D,A,A,A,D,A,C
4700656,C,A,A,C,A,C,D,D,D,A,D,B,C,C,A,A,A,B,A,D,B,D,A,A,D,C
2725311,D,D,B,D,C,D,B,C,A,B,A,D,C,D,B,C,C,A,A,B,C,B,B,D,C,D
19876985,A,A,A,D,D,A,B,C,D,C,C,C,A,D,D,C,C,C,D,A,B,D,B,A,B,A
19884628,C,A,C,D,B,D,D,A,C,C,B,B,B,D,A,C,A,D,D,D,C,C,A,A,A,C
6374991,B,C,A,C,D,B,A,B,A,A,C,A,A,C,A,C,A,A,D,C,B,A,D,B,B,C
5100632,B,D,C,C,B,A,D,B,B,D,C,C,D,D,A,C,C,B,C,D,A,D,B,B,D,C
4958346,D,A,B,D,D,C,A,B,D,A,B,D,C,A,C,B,C,B,B,B,C,C,C,B,A,A
4116364,C,A,C,B,D,C,D,A,D,C,A,D,B,C,A,A,D,B,A,C,C,D,B,B,D,A
5021766,C,A,C,C,C,D,B,D,C,C,D,B,B,D,A,A,A,B,B,D,B,B,A,A,D,C
20264400,B,A,A,C,D,B,D,B,A,A,C,A,A,B,C,A,B,B,A,D,A,D,C,B,D,D
4117075,D,B,A,A,C,A,B,C,A,C,A,A,C,D,B,A,A,A,D,C,B,D,B,B,A,D
20072702,B,B,A,D,A,A,D,A,D,A,C,A,C,B,A,A,A,A,B,A,B,A,C,B,A,C
6867949,D,C,C,C,D,A,B,C,C,D,D,A,C,C,B,C,C,C,D,D,D,C,C,B,C,C
19809520,B,A,A,C,A,B,D,B,A,C,A,A,A,D,D,D,C,D,A,D,A,A,C,B,D,D
6264343,B,D,C,D,C,A,C,C,D,A,C,C,D,B,C,C,D,B,D,A,C,C,B,B,D,B
10054943,D,A,A,B,D,A,C,B,A,B,D,B,D,A,A,D,C,B,B,A,C,D,C,B,A,D
20132363,B,C,C,D,B,B,C,B,B,B,A,A,C,A,B,C,C,C,C,C,B,D,D,C,D,C
19963045,D,A,C,C,B,C,D,B,B,B,B,C,B,C,A,C,B,A,A,B,B,C,B,C,C,A
5944567,C,C,B,C,A,B,B,A,B,A,C,C,B,B,B,B,C,A,A,C,A,B,C,B,D,B
19957578,C,D,B,C,B,B,D,D,B,C,A,B,B,D,D,B,A,A,D,A,C,A,C,A,A,C
19860400,D,A,B,D,D,D,A,C,C,A,C,D,A,A,B,A,A,B,A,B,C,D,D,A,D,A
6471788,C,C,B,C,C,C,D,B,C,C,B,C,B,C,C,D,C,D,C,D,C,A,D,C,A,C
5033557,A,A,A,B,B,D,A,B,B,A,B,C,B,C,D,A,B,B,D,B,C,A,A,C,D,C
19875957,B,B,C,A,C,C,B,A,B,C,D,A,A,C,C,D,C,C,A,C,A,D,A,B,B,A
10174809,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,C,A,A,A,A,A,B,A,A,D,A
10302015,C,A,D,C,A,D,D,D,D,C,D,B,A,D,A,A,A,B,A,B,C,B,A,A,A,B
5069450,A,B,A,B,C,C,C,B,D,C,C,B,C,C,B,C,C,B,C,A,C,C,D,B,C,B
19773851,B,C,B,D,B,C,D,A,D,D,B,A,B,D,B,C,A,B,A,C,A,B,B,C,C,B
5064135,C,A,C,C,A,D,D,B,B,A,D,A,A,C,A,D,B,B,A,A,C,B,A,A,D,B
10191944,B,B,A,C,B,B,D,B,A,A,B,D,C,C,D,C,B,A,C,C,D,A,C,B,D,C
5134094,C,A,A,C,C,D,B,D,D,C,D,B,B,D,A,D,A,B,B,D,C,B,A,A,D,D
20166242,C,B,D,C,B,B,D,B,D,C,C,A,B,B,D,A,C,A,B,D,B,A,C,C,A,C
5485950,C,A,B,D,B,A,A,D,B,A,C,A,B,C,A,A,A,B,C,D,A,A,C,C,A,B
19879730,C,B,C,C,D,C,D,B,C,B,C,B,B,B,B,D,B,A,C,C,B,A,B,A,B,B
19808167,C,A,D,C,D,C,A,B,B,C,D,B,A,A,A,B,A,B,C,A,C,B,A,A,B,C
19735666,B,A,A,A,B,B,D,B,B,A,D,A,C,A,B,D,A,B,D,A,B,A,C,C,D,A
2694306,B,A,B,C,B,A,D,C,B,C,A,A,B,B,D,D,D,B,D,D,D,A,C,D,C,C
20032157,A,D,D,B,A,A,D,A,A,D,B,B,D,C,A,C,A,B,D,B,C,B,D,B,D,C
19734810,C,A,D,C,A,C,B,D,A,C,D,B,B,C,A,A,A,B,A,B,B,D,A,A,D,A
3635143,C,A,B,C,A,C,B,D,D,C,D,B,B,D,A,A,A,B,B,B,B,B,A,A,D,C
19735706,C,A,B,C,A,C,D,D,D,C,D,A,C,B,A,A,D,A,C,A,D,A,A,A,D,C
19866365,B,A,B,A,A,A,C,A,D,D,B,A,B,A,A,D,A,A,A,A,A,B,A,D,A,A
6868890,A,A,C,B,C,D,A,C,A,C,A,C,B,C,D,B,C,A,C,C,B,A,B,C,D,A
4658512,B,C,C,D,A,B,A,D,A,C,A,B,B,C,C,B,B,B,C,C,B,C,C,C,D,B
20197321,C,A,C,C,B,C,D,D,A,C,D,B,A,C,A,A,A,B,C,B,C,B,A,A,D,B
19858559,D,A,B,D,B,D,C,D,D,C,D,B,B,A,A,A,A,B,B,D,C,B,C,A,D,C
10267127,C,A,C,C,A,D,B,D,B,C,D,B,B,D,A,A,A,B,B,D,C,B,A,D,D,C
19893732,C,A,A,C,B,D,D,D,D,C,D,B,B,D,B,A,A,B,B,D,C,B,A,A,D,C
10219890,B,A,A,D,A,A,A,A,A,C,D,C,B,C,A,B,A,A,A,A,D,D,B,B,B,A
6873411,A,D,A,C,A,C,D,A,B,A,A,A,A,B,A,C,C,D,A,B,A,C,A,D,A,A
4659905,C,A,D,D,A,D,D,D,B,C,C,B,D,D,A,D,C,C,B,B,D,B,B,A,A,C
3565829,B,A,A,C,A,A,B,D,D,C,D,A,B,D,A,D,A,B,B,D,A,A,A,B,A,C
3297179,D,A,D,A,C,A,C,B,B,C,B,D,A,D,B,B,C,C,D,B,A,B,C,D,D,D
5023371,B,B,B,A,A,A,D,D,D,C,B,B,A,A,B,A,A,C,A,C,A,B,B,A,A,A
20005613,D,A,C,D,D,B,C,B,C,C,C,C,A,B,A,A,B,B,A,D,A,C,D,D,C,A
19745762,A,D,C,A,B,D,A,B,C,B,D,C,B,D,A,D,D,C,B,A,B,B,C,B,A,D
5532041,C,A,A,C,C,C,D,D,D,C,D,A,B,D,A,D,A,B,B,D,C,B,A,A,D,D
19766184,C,C,B,B,B,D,B,C,C,B,B,A,C,B,B,B,C,D,B,C,B,B,B,C,B,B
6655272,C,A,C,A,A,C,D,B,D,A,B,A,B,C,A,A,C,B,A,C,A,C,C,A,D,C
6440122,B,B,C,B,A,B,D,A,B,A,B,A,A,C,A,D,C,A,A,D,A,A,B,A,C,D
10851812,A,A,A,B,B,C,D,B,B,D,B,A,A,A,C,A,C,B,D,A,B,A,C,D,D,B
19743363,B,B,B,B,B,C,A,B,B,D,C,A,B,B,A,B,B,B,B,C,B,C,A,B,D,B
19943992,A,A,B,C,B,B,C,A,D,D,B,D,B,D,B,B,A,B,A,B,A,C,C,C,A,C
5021148,B,C,B,A,A,A,D,A,C,C,B,A,A,A,A,C,C,B,D,C,B,D,B,A,A,D
5751928,B,A,C,C,B,C,B,D,D,C,C,A,B,C,C,B,A,B,A,C,B,B,A,A,D,B
3129902,B,A,C,A,A,C,B,A,D,C,D,A,B,C,A,A,A,B,A,B,C,A,A,A,A,C
4770891,C,A,C,C,A,A,B,D,B,C,C,B,B,D,A,A,A,B,C,B,A,B,A,A,C,C
4656887,C,A,C,C,B,D,B,D,D,C,D,B,A,D,A,D,A,B,B,B,B,B,A,A,D,C
19757588,D,A,A,D,A,A,A,B,A,A,B,A,B,C,B,B,A,A,C,A,B,A,A,D,A,A
19864221,B,A,A,B,A,A,A,A,D,A,B,A,B,B,A,D,B,A,B,B,A,B,A,A,C,A
2163409,B,B,D,D,A,A,A,D,B,C,B,A,B,D,A,A,C,C,A,A,D,A,B,A,B,C
19980416,C,A,C,C,C,D,B,D,D,C,D,B,B,D,A,D,A,B,B,D,C,B,A,A,D,D
2530405,B,A,A,A,B,B,B,C,C,C,A,B,A,A,A,A,A,A,A,A,B,C,C,A,B,A
7117147,D,C,C,C,A,C,B,B,A,B,C,C,C,C,B,C,A,C,B,B,C,C,C,A,B,B
6658161,C,A,B,C,C,D,D,D,B,C,D,B,A,D,A,A,A,A,B,B,A,A,B,A,A,C
3167651,C,B,D,C,C,B,C,D,C,C,C,D,D,C,B,B,D,B,D,C,C,D,C,C,B,B
4657621,C,C,C,C,C,D,B,A,C,A,B,D,B,C,A,B,A,B,A,A,A,B,B,B,A,C
19817862,A,B,C,B,B,A,B,B,D,C,A,D,B,A,C,B,B,B,A,A,B,C,B,B,C,C
6763199,B,B,A,B,B,A,B,A,D,A,B,A,B,D,A,D,A,B,D,B,A,A,B,C,A,C
3855809,C,A,C,C,A,D,D,D,D,C,D,B,B,C,A,A,A,B,B,B,B,B,A,A,D,C
19923599,A,A,A,B,A,B,D,D,B,D,A,A,B,D,A,D,C,A,A,A,B,B,B,D,D,C
1906079,D,A,C,B,C,C,C,C,B,C,B,C,B,C,B,C,C,C,B,A,B,D,C,C,D,C
19961356,B,A,D,B,A,C,A,A,C,B,B,A,D,C,A,C,A,B,B,B,C,B,D,B,A,A
20077085,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A
19809556,A,B,B,C,C,B,D,A,C,D,C,A,A,C,B,B,B,A,D,A,B,D,D,C,A,A
20194040,C,D,C,C,B,B,D,B,B,B,C,C,D,C,B,A,D,A,C,D,B,C,D,A,A,C
20049513,B,B,D,C,C,B,C,B,A,A,D,D,C,A,B,C,A,B,D,D,A,D,B,A,A,B
2532687,C,B,C,C,B,D,B,D,B,C,D,B,B,C,A,A,A,B,A,D,B,B,A,A,D,C
4841886,D,A,B,C,C,C,D,B,B,B,C,A,C,C,B,C,C,B,A,D,C,C,C,C,A,A
19982272,C,A,C,C,B,D,B,B,D,A,D,B,A,A,A,A,A,B,A,B,C,B,A,A,D,B
20030108,B,B,A,C,B,C,C,B,B,C,A,B,B,B,D,D,B,A,C,A,B,C,B,B,D,C
19876439,B,A,A,B,B,D,D,B,D,C,B,A,B,B,C,D,B,D,A,B,B,A,C,B,A,B
20147165,C,A,C,C,B,B,D,C,B,A,C,A,C,D,B,A,C,B,D,B,B,D,C,D,D,B
19940019,B,B,B,B,C,C,B,B,A,B,B,D,C,B,B,C,B,C,A,A,C,D,B,C,A,C
19846220,C,A,B,A,A,D,D,B,D,D,A,B,A,A,B,D,B,A,A,D,B,D,C,C,A,D
19858567,C,A,A,B,B,A,D,B,B,C,D,B,C,D,A,A,B,B,D,A,C,B,A,A,D,C
7090055,D,D,A,D,A,B,D,C,D,C,B,C,C,D,B,B,B,B,D,A,C,C,D,D,D,B
19947930,B,C,D,A,D,B,D,A,B,C,C,A,A,A,A,A,C,B,B,B,C,C,C,C,D,C
19960834,B,C,C,C,A,A,C,A,B,C,B,A,B,B,A,D,A,A,A,A,A,A,D,C,D,C
6557432,D,A,D,C,B,A,D,D,D,C,B,A,B,B,B,A,A,B,C,D,A,A,A,A,A,A
19928822,A,A,B,A,B,C,B,B,B,A,C,A,A,A,A,A,C,A,A,A,B,A,C,D,A,C
19832951,C,A,A,C,A,D,D,C,D,C,D,C,D,D,A,B,A,B,A,D,C,B,A,A,D,C
4766175,A,A,B,A,B,A,B,A,B,A,B,C,A,B,B,D,C,C,B,A,A,A,C,A,A,A
3554762,C,A,C,B,A,D,B,D,D,C,D,D,D,D,A,A,A,B,A,D,B,A,D,A,D,B
19856097,A,C,C,C,B,D,B,B,B,A,C,D,C,C,B,B,A,B,A,A,A,D,B,B,A,A
5616746,B,C,D,B,A,A,B,B,D,C,C,C,D,C,D,D,D,C,D,C,C,C,A,D,D,A
10276412,C,A,C,C,D,B,B,D,A,A,C,B,A,B,B,A,A,B,A,D,D,A,B,A,D,C
20263627,B,C,A,C,A,A,B,A,D,B,D,A,A,A,A,C,A,B,C,A,A,B,D,B,A,A
