NIE,G1-MAT1,G1-MAT2,G1-MAT3,G1-MAT4,G1-MAT5,G1-MAT6,G1-MAT7,G1-MAT8,G1-MAT9,G1-MAT10,G1-MAT11,G1-MAT12,G1-MAT13,G1-MAT14,G1-MAT15,G1-MAT16,G1-MAT17,G1-MAT18,G1-MAT19,G1-MAT20,G1-MAT21,G1-MAT22,G1-MAT23,G1-MAT24,G1-MAT25,G2-MAT26,G2-MAT27,G2-MAT28,G2-MAT29,G2-MAT30,MATEMÃ_x0081_TICA Y DATOS,contar
20163948,A,D,B,C,D,A,A,D,D,C,C,D,B,B,A,B,C,B,B,C,A,B,C,C,B,B,D,A,A,A,14,30
20084098,A,D,B,B,D,A,A,A,B,B,C,A,A,C,A,A,B,D,A,D,A,B,A,C,C,B,D,A,A,C,19,30
20095720,D,D,A,A,A,A,A,C,B,D,D,B,B,B,B,A,A,C,A,B,D,B,C,C,A,C,B,C,C,A,15,30
20068226,A,D,A,A,D,D,A,B,B,B,C,D,B,B,B,A,B,B,A,C,C,D,B,C,B,B,D,C,A,D,12,30
20094999,D,D,A,D,D,A,B,A,B,C,C,D,B,B,A,A,C,A,A,B,A,B,C,C,C,C,D,A,B,C,22,30
10003543,D,D,A,D,A,C,A,A,D,D,C,D,D,D,B,A,B,D,A,B,A,B,C,C,A,C,A,A,A,A,17,30
10150776,D,D,B,B,D,A,A,A,B,B,C,D,B,B,A,A,B,C,A,B,D,B,C,C,A,B,D,C,A,A,19,30
20264570,D,D,A,B,B,A,A,D,B,A,C,B,B,C,A,A,B,A,A,B,A,B,C,C,C,C,D,A,B,C,24,30
10049752,A,D,B,B,D,A,A,D,C,A,C,D,C,A,B,A,B,C,C,C,A,D,D,C,B,A,D,D,B,A,11,30
10003540,D,D,A,C,B,A,A,D,A,B,C,A,B,B,A,A,A,B,A,B,D,B,B,C,A,D,B,A,B,B,18,30
20129101,B,C,C,B,C,C,B,C,B,C,C,B,C,C,C,B,C,B,A,C,B,C,C,B,D,B,C,C,B,D,10,30
20129107,C,D,A,C,D,A,A,D,C,A,C,D,D,B,A,A,D,B,A,A,A,A,D,B,B,C,D,C,D,A,12,30
20048192,D,D,A,B,B,A,A,A,B,C,C,B,A,A,B,A,B,B,A,B,C,C,D,A,A,B,C,A,A,D,17,30
19940570,A,D,A,A,D,C,A,B,B,A,C,D,D,B,D,A,D,D,A,C,B,A,A,C,A,B,A,B,A,B,9,30
20067215,D,D,A,C,B,A,A,B,B,C,C,A,B,C,A,A,C,B,A,B,A,B,C,C,A,C,C,A,C,C,24,30
20068356,C,D,A,D,B,C,A,A,B,B,C,D,B,C,B,B,C,B,A,D,B,B,C,D,B,C,C,D,C,D,13,30
20240657,B,D,A,A,A,A,D,A,A,A,D,D,B,C,B,B,A,D,A,C,C,A,D,A,B,A,A,A,A,B,8,30
20067262,A,D,A,A,D,A,A,A,A,A,C,D,B,A,A,A,C,C,A,C,A,A,C,C,A,D,D,A,A,A,16,30
20066217,A,A,B,A,A,B,B,D,B,C,D,D,D,A,A,A,B,D,D,D,A,C,B,B,C,C,A,B,A,C,8,30
10125167,D,D,D,B,B,C,C,B,B,B,C,B,B,A,A,B,C,D,A,D,A,A,C,A,A,A,A,D,A,A,11,30
20066178,D,D,B,B,B,A,A,D,A,C,C,D,B,B,B,A,B,D,A,B,D,C,B,C,B,B,D,A,C,B,15,30
20104894,D,D,A,A,A,A,C,A,A,A,C,D,B,B,C,B,B,A,A,B,B,B,A,C,A,C,D,A,C,C,17,30
20048237,D,D,A,A,D,A,A,C,B,A,C,D,A,B,A,A,A,D,A,B,A,A,C,C,A,C,D,A,B,C,20,30
20142602,A,D,D,B,A,A,D,D,B,B,C,D,B,A,A,A,B,B,A,B,B,B,C,C,C,C,D,D,A,C,18,30
20104908,A,B,A,C,C,A,A,A,B,C,C,D,A,B,A,A,B,A,A,A,A,D,D,C,C,B,D,A,A,C,17,30
10130902,B,B,C,A,B,B,B,A,B,B,C,C,B,C,B,B,B,A,A,B,A,B,B,A,A,D,A,A,C,B,12,30
10442410,C,D,A,D,D,A,A,C,B,C,C,D,B,A,C,A,B,C,A,B,A,B,C,B,A,A,B,A,C,C,18,30
20092340,B,D,A,C,D,A,B,A,D,B,C,D,D,B,B,A,A,C,A,A,C,D,D,A,B,C,D,D,D,C,10,30
20336128,A,D,B,A,A,B,B,A,A,A,A,B,B,A,B,B,B,A,A,B,B,A,C,B,A,B,A,B,B,B,9,30
20228002,A,D,A,B,D,D,C,A,C,A,D,D,D,A,C,C,D,C,A,A,D,D,D,B,B,A,D,C,C,D,6,30
20336133,D,C,D,C,A,D,A,B,B,D,C,B,A,B,C,A,B,B,A,D,D,B,A,A,C,A,A,C,C,A,9,30
20104295,B,B,C,B,B,B,A,B,B,B,C,D,C,A,B,A,B,B,A,A,B,A,D,B,B,B,A,B,D,C,9,30
20336135,D,D,A,D,A,D,B,A,D,A,D,A,D,A,A,A,A,B,A,C,D,D,A,C,B,B,C,C,A,A,10,30
20336145,B,D,A,D,B,A,A,A,B,A,C,B,B,B,B,A,B,C,A,A,A,C,D,A,A,A,B,B,B,D,14,30
20122492,D,D,C,C,A,A,A,D,D,C,A,C,A,B,A,A,A,B,A,C,B,C,C,B,B,A,D,A,C,C,13,30
20252759,A,C,C,B,B,B,C,B,B,B,C,B,B,B,A,C,B,C,A,A,D,B,C,B,B,D,A,B,B,B,10,30
20336150,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,D,D,D,D,D,D,D,4,30
20336153,B,B,A,B,B,B,C,A,A,B,C,C,B,B,A,B,B,A,A,B,B,D,B,A,A,B,A,B,A,A,10,30
20038560,A,C,A,B,B,B,A,B,B,C,C,C,B,A,B,A,B,A,A,A,A,A,A,A,B,B,B,A,A,A,12,30
20118748,C,D,C,C,C,A,B,D,B,A,C,D,C,A,C,A,C,C,A,C,A,B,B,B,B,C,B,C,D,D,10,30
20336174,A,A,C,A,A,A,B,B,D,A,D,D,D,A,C,A,C,D,A,C,B,B,D,D,C,A,A,C,A,D,4,30
20227986,A,C,C,D,A,C,B,B,C,A,C,C,D,A,D,A,B,B,A,B,A,B,D,B,C,C,A,A,C,B,10,30
20336169,B,D,A,A,A,A,D,B,B,A,D,D,B,A,B,A,C,B,A,C,B,A,B,B,B,B,B,B,A,A,8,30
20336170,A,D,A,D,B,D,D,A,C,D,C,D,A,A,B,A,B,B,A,A,A,B,D,C,C,A,B,B,A,C,12,30
19911218,D,D,A,A,D,B,A,B,B,B,C,D,D,B,A,A,A,D,A,B,A,A,A,A,B,B,B,A,A,C,13,30
19911221,A,A,B,B,B,C,A,D,B,A,C,D,A,B,C,A,A,D,A,B,C,B,B,B,D,B,A,A,A,B,9,30
20025483,B,B,B,C,B,A,C,C,C,D,B,B,B,B,B,D,C,D,A,C,C,B,D,B,A,A,A,B,B,A,6,30
20336183,D,B,B,B,A,A,A,B,C,A,D,C,C,A,B,A,B,D,A,C,D,A,D,C,B,B,A,B,D,A,8,30
20227994,A,D,B,A,D,C,A,A,A,A,C,D,B,C,C,A,C,D,A,A,C,A,B,C,B,A,D,A,A,C,12,30
20028247,B,B,A,B,C,A,B,A,A,C,B,C,C,B,A,C,C,B,A,B,A,B,A,B,B,A,B,A,C,B,13,30
10207120,C,A,D,B,D,A,A,B,D,B,C,D,B,B,B,A,B,B,A,A,A,A,B,D,B,C,B,A,B,A,13,30
20228000,D,A,C,C,A,A,C,B,B,D,D,D,C,A,B,C,C,B,A,C,D,B,B,D,B,D,B,A,C,C,8,30
19926112,B,D,A,A,A,A,A,A,B,B,D,D,B,C,A,A,B,D,A,D,A,A,B,C,A,A,A,A,A,A,16,30
20254420,C,C,C,A,B,D,C,C,A,A,C,D,D,C,D,A,B,A,A,B,C,A,C,A,A,B,C,B,A,B,8,30
20251164,A,D,A,B,A,A,A,B,A,A,C,D,D,B,B,A,B,D,A,D,A,A,D,B,D,A,D,C,C,C,12,30
10018274,B,B,B,C,D,B,A,A,B,C,C,D,C,B,B,A,C,B,A,B,B,A,A,A,A,B,B,B,A,D,10,30
20254430,A,D,A,C,C,A,A,A,C,A,C,C,C,C,B,A,C,C,A,A,B,B,C,B,A,A,C,C,C,C,14,30
20189079,B,D,A,B,C,A,A,B,A,D,D,B,B,B,C,A,B,A,A,C,A,A,C,A,B,B,A,D,A,C,13,30
20254433,B,D,A,C,A,A,A,D,C,B,C,D,A,B,A,A,B,A,A,B,C,C,C,C,A,B,D,A,A,C,16,30
10178086,C,A,A,A,A,A,A,C,D,A,A,D,D,A,C,A,B,B,B,A,B,B,A,A,C,B,B,C,B,A,8,30
20254439,B,D,D,B,B,A,A,A,A,C,D,D,B,A,A,A,C,C,A,B,A,B,C,C,B,C,D,A,A,C,19,30
10019277,D,D,D,D,C,A,A,A,D,A,A,D,C,B,D,A,B,D,A,C,B,D,A,C,B,A,A,D,A,C,11,30
20254440,A,B,A,A,A,A,A,A,A,A,A,D,A,A,A,B,B,B,A,A,C,D,B,B,A,A,A,A,A,C,11,30
10018434,C,B,C,A,D,A,D,D,C,C,D,A,D,A,D,A,C,B,A,A,B,A,D,A,B,C,C,B,A,C,8,30
10178113,B,D,A,A,A,A,C,D,C,A,D,D,B,A,B,A,A,D,A,B,C,C,A,A,C,B,A,B,C,D,7,30
20254445,A,D,B,D,D,B,C,B,D,B,B,D,D,B,D,A,D,D,A,C,C,D,C,D,D,D,D,C,D,D,5,30
3557364,D,D,A,B,D,A,A,A,D,C,C,A,B,B,A,A,B,B,A,B,C,B,C,C,C,C,D,A,B,B,24,30
20186329,D,D,A,C,A,C,B,A,A,A,D,D,B,C,A,B,A,D,A,C,A,C,B,A,A,A,B,C,A,C,11,30
20062134,C,D,B,A,B,C,B,C,D,A,C,C,D,A,A,B,B,D,A,B,A,B,C,B,B,A,A,C,B,C,11,30
20062140,D,D,A,A,A,A,A,A,A,A,C,A,B,A,A,A,B,D,A,B,A,B,C,C,A,C,A,A,B,C,23,30
20062154,C,C,C,D,A,A,B,C,B,A,D,B,A,B,B,C,A,D,A,A,C,C,D,B,B,C,D,B,A,A,5,30
19990041,C,D,B,A,A,A,B,C,D,D,D,C,C,A,A,B,B,B,A,A,D,A,B,B,A,B,A,C,D,D,7,30
10046278,D,D,A,B,A,A,A,A,A,A,D,A,D,A,B,A,B,C,A,B,A,A,B,C,C,A,A,A,B,B,16,30
10164933,C,D,A,A,A,A,C,B,A,B,D,A,C,A,B,B,C,C,A,A,A,A,A,D,A,C,A,D,D,B,8,30
20396735,D,D,C,A,A,A,A,B,B,C,C,D,D,A,A,A,C,C,A,B,A,B,C,C,A,C,A,A,A,A,18,30
20062181,A,D,A,A,A,A,C,A,B,A,C,D,B,B,A,A,A,A,A,B,A,A,C,B,A,B,A,A,B,B,16,30
10045911,D,D,D,C,A,B,B,D,D,A,C,A,B,C,A,B,A,D,C,D,B,C,B,A,B,A,A,D,C,C,8,30
19994092,D,C,A,D,B,B,A,C,C,D,D,D,B,B,D,B,C,B,A,D,B,B,B,B,A,B,A,B,C,B,8,30
20281137,A,B,C,B,D,D,A,A,B,D,C,A,B,A,A,A,B,D,A,C,B,B,B,D,C,A,D,C,A,C,14,30
20062197,A,D,A,B,A,A,A,C,A,A,D,D,B,A,A,A,B,C,C,D,C,B,C,C,A,C,C,B,C,C,15,30
20084580,D,B,A,A,C,A,A,A,B,D,C,A,B,B,A,A,B,C,A,B,A,B,C,C,C,B,D,A,B,C,23,30
20062244,A,D,A,A,A,D,A,C,A,D,D,A,B,A,C,B,C,A,A,C,C,B,B,C,A,B,C,C,C,A,9,30
19989999,A,C,A,B,A,A,A,B,C,A,C,C,C,A,B,A,A,B,A,A,B,B,D,A,B,B,A,A,C,B,10,30
20062139,D,D,C,D,B,A,D,B,D,A,C,D,A,B,C,A,B,D,A,B,C,C,C,C,D,B,D,C,B,C,13,30
10045589,C,D,B,B,A,A,D,C,C,B,A,B,B,B,D,A,A,B,B,D,B,B,C,A,C,C,B,B,A,A,9,30
20223894,A,D,C,A,A,C,D,C,B,C,C,D,D,A,D,A,C,C,C,A,B,A,A,A,B,A,A,D,C,A,5,30
19732745,D,D,D,A,C,D,D,C,D,B,D,D,D,B,A,D,C,D,D,C,D,A,B,C,A,D,D,D,D,A,7,30
20047865,D,D,B,A,A,A,B,B,B,B,C,D,D,A,A,A,C,B,C,B,A,B,C,C,C,C,A,A,C,B,15,30
20083462,C,D,A,B,B,B,A,A,B,A,C,D,B,B,D,A,B,D,A,C,C,B,C,B,B,C,D,D,D,C,16,30
10045931,B,D,C,B,A,C,A,A,B,A,D,D,D,C,D,A,A,A,A,A,A,D,B,C,B,B,D,A,B,C,14,30
20174664,C,B,C,D,C,B,D,B,B,D,C,C,D,C,B,C,C,D,D,B,C,B,C,D,C,B,C,B,C,B,7,30
20223927,D,D,A,A,A,B,D,A,A,A,A,A,A,D,A,A,A,A,A,D,C,B,A,A,A,D,A,A,A,B,11,30
10033055,A,B,D,A,A,B,D,A,D,C,C,C,A,B,B,D,C,C,A,B,D,B,C,B,B,C,B,D,D,D,8,30
20161601,C,A,C,D,B,A,A,C,C,B,B,C,B,B,D,A,B,C,A,D,A,C,B,B,A,C,C,B,A,D,9,30
19990073,D,A,D,B,C,C,C,C,B,C,D,B,B,B,D,D,A,D,C,B,D,B,C,C,C,C,D,A,B,B,14,30
20062196,C,D,A,B,B,B,C,C,B,B,D,B,B,C,D,B,A,C,A,B,B,B,B,B,B,C,D,A,A,B,12,30
19733030,A,D,A,B,A,C,A,A,B,A,A,D,D,B,C,A,A,A,A,A,A,C,A,C,B,B,C,D,C,D,10,30
20085065,C,C,C,B,C,A,D,A,C,B,B,C,C,B,C,C,C,C,D,C,C,B,D,C,C,B,B,A,C,B,7,30
20038376,B,B,A,A,B,C,A,B,C,A,A,C,A,A,A,D,C,A,D,B,B,B,B,C,A,A,A,A,D,A,8,30
10058920,C,D,A,A,B,A,B,A,C,B,D,D,D,A,A,B,A,A,D,D,A,C,C,A,B,B,D,A,D,A,9,30
20099691,A,C,A,B,A,C,A,A,B,A,D,D,B,B,C,A,B,D,A,A,C,A,C,C,B,B,A,A,C,D,12,30
10056865,A,D,A,B,B,A,A,A,B,C,B,D,C,B,A,A,A,B,A,C,D,B,C,A,C,A,B,A,A,D,15,30
6264345,D,D,A,A,A,A,D,B,B,C,D,D,B,A,A,A,B,B,A,B,A,A,B,C,A,C,A,A,B,C,20,30
20200824,C,D,D,A,D,C,A,C,B,C,B,B,B,B,B,D,A,C,A,D,B,A,B,D,B,D,A,B,B,B,7,30
20062152,C,A,A,A,D,A,B,C,B,B,C,B,B,A,C,B,C,C,A,C,D,A,B,D,A,B,C,B,B,B,8,30
20062159,B,C,C,C,C,B,D,D,C,C,B,D,C,B,D,A,C,B,A,B,A,A,D,B,B,D,B,D,D,B,7,30
19990037,A,B,A,B,B,B,A,A,A,C,C,D,B,A,B,A,C,B,A,C,C,D,A,B,A,B,C,A,D,A,12,30
10035414,B,C,A,A,A,A,A,A,B,A,A,D,B,A,A,A,B,D,A,C,B,C,D,B,B,B,A,B,D,C,11,30
10438668,B,B,C,C,A,D,B,B,A,B,A,D,B,D,B,C,C,B,A,A,A,D,A,C,B,B,B,C,C,D,5,30
20062171,D,D,B,A,B,A,C,B,C,C,B,D,B,A,A,A,D,D,A,C,A,B,D,B,A,A,C,A,A,B,12,30
20278965,B,C,B,B,A,A,C,C,B,B,D,B,C,A,B,B,A,A,A,D,B,B,A,B,B,B,B,A,C,B,6,30
19911162,C,D,A,C,B,C,C,D,C,D,C,C,D,A,D,A,C,C,A,D,B,C,C,C,D,C,D,D,D,D,9,30
20147887,B,B,B,B,B,A,C,D,A,A,B,B,B,C,A,C,A,B,B,D,C,A,B,C,A,C,B,B,B,B,10,30
19991316,D,C,C,C,D,D,B,C,C,A,C,B,C,C,C,B,B,A,A,B,C,B,C,C,C,D,B,C,C,C,10,30
20098881,A,A,C,B,A,D,B,C,B,B,D,D,A,B,B,A,B,C,A,C,B,A,B,C,D,D,A,A,D,D,7,30
19754654,C,D,B,B,A,A,D,D,C,B,B,B,C,B,C,A,B,C,A,A,D,B,D,B,A,C,D,C,D,C,11,30
20225298,D,D,A,B,C,C,A,A,B,C,C,A,B,B,A,A,B,D,A,B,A,B,C,A,A,C,D,A,B,C,26,30
5062288,C,B,A,B,B,B,A,B,B,A,A,B,B,A,A,C,A,B,A,D,A,A,B,B,A,B,A,A,B,B,12,30
10128580,A,D,A,D,D,A,A,A,B,B,D,D,B,B,C,A,C,D,A,D,A,B,C,C,A,C,D,A,C,A,17,30
10027857,D,D,A,B,A,A,A,D,C,A,D,B,B,B,A,A,B,B,A,D,C,A,D,A,C,B,A,D,C,C,13,30
20062158,A,D,A,D,D,A,A,A,D,C,C,B,A,B,C,A,B,B,A,A,A,C,B,C,D,C,D,B,D,A,15,30
19990032,A,C,D,A,A,A,A,C,B,D,C,A,B,B,B,B,B,B,A,D,C,B,B,B,C,A,D,C,C,C,12,30
10020933,A,D,A,A,A,A,D,A,C,A,C,D,B,B,A,A,B,D,A,B,A,A,B,B,C,C,A,D,A,D,13,30
5453286,C,D,A,A,A,A,A,A,A,B,C,D,D,A,A,A,B,A,A,B,A,B,C,C,A,D,A,B,D,A,16,30
20237028,D,D,D,D,A,C,D,C,B,C,C,D,B,B,B,A,C,C,A,C,A,B,A,D,D,C,C,B,D,D,11,30
20053964,C,D,A,C,D,B,B,B,A,B,C,B,B,A,A,A,C,C,A,A,B,B,D,A,A,B,C,B,D,A,9,30
20062191,D,D,B,C,B,B,A,C,B,B,C,C,B,A,A,A,C,A,A,C,B,C,C,B,A,B,D,C,A,B,12,30
19817627,B,B,A,B,C,B,B,B,D,A,C,C,D,B,B,A,B,B,A,D,A,B,B,C,A,B,A,B,B,D,13,30
20078230,D,A,B,C,B,D,D,D,C,C,C,D,B,D,B,A,C,C,A,C,B,A,B,B,B,C,D,D,A,D,8,30
20078373,A,D,A,B,A,A,A,A,B,B,C,D,B,A,A,A,B,D,A,B,A,B,B,C,A,B,B,C,A,A,18,30
20223977,C,C,A,C,B,A,C,C,A,B,A,A,D,C,B,C,C,B,A,C,A,C,C,B,C,C,B,B,B,C,11,30
20137178,C,B,B,B,A,C,C,C,C,A,D,D,C,B,A,A,B,B,A,D,C,B,B,B,B,B,A,A,A,C,9,30
10046612,A,D,C,D,B,B,B,C,B,B,A,D,A,C,D,C,B,B,B,C,C,C,D,C,B,D,A,B,D,D,6,30
20062141,A,D,B,A,B,A,B,A,D,A,C,D,C,B,A,A,B,B,A,A,B,C,D,A,A,B,A,C,C,C,11,30
19916088,B,A,C,B,A,C,D,D,C,D,C,D,B,C,D,A,C,D,A,B,B,B,D,B,C,C,B,C,A,D,9,30
20273898,A,D,B,B,D,A,A,A,B,C,C,A,A,B,A,A,B,D,A,B,C,B,A,C,A,D,D,C,B,C,20,30
20157524,D,B,A,B,D,B,A,B,B,B,C,D,D,B,A,D,B,D,A,C,C,B,D,D,A,C,D,A,A,C,15,30
20053368,C,B,A,D,A,A,A,B,D,C,C,D,D,B,A,A,B,B,A,D,A,B,D,A,C,B,D,D,A,A,13,30
20273914,B,B,A,A,A,A,B,C,C,A,C,B,C,B,B,A,B,B,A,C,C,A,D,C,B,B,A,C,C,C,9,30
20097068,D,D,A,A,A,D,A,D,C,A,C,A,C,B,A,A,B,B,A,A,A,B,B,C,B,C,D,A,C,C,18,30
20120544,C,C,A,A,A,A,B,D,A,B,D,D,B,B,A,A,B,C,C,C,A,B,D,B,B,B,A,A,C,D,9,30
20083604,A,D,A,B,A,A,A,D,C,B,C,A,B,C,A,A,B,B,A,C,A,B,D,B,B,B,D,D,B,A,18,30
19903577,D,C,B,D,A,B,A,B,C,A,C,D,C,A,B,B,C,B,A,D,C,C,D,C,B,D,B,D,D,A,6,30
10071658,B,B,B,D,B,A,A,A,B,A,C,C,D,B,A,A,B,B,A,C,A,A,D,A,B,B,B,C,B,B,12,30
20078158,D,B,D,B,B,A,A,A,B,C,C,D,C,B,B,A,B,C,A,A,D,C,B,B,C,B,A,C,D,C,12,30
20062202,C,C,B,B,B,C,C,D,C,A,B,D,B,B,B,C,B,D,A,C,C,B,B,A,B,D,B,C,B,B,6,30
20228581,A,B,B,A,B,C,D,A,C,A,C,A,D,C,B,B,A,C,A,B,B,B,C,B,B,C,A,A,C,A,10,30
10033181,D,B,B,B,C,C,C,B,B,D,C,D,B,B,C,D,C,B,A,A,D,B,B,C,D,A,B,B,C,B,10,30
20062212,A,D,C,A,B,A,A,A,D,B,D,D,B,A,C,A,D,A,A,A,C,A,A,D,B,A,A,B,D,C,8,30
20084197,D,D,B,B,D,C,A,A,B,B,C,B,D,B,A,A,B,D,A,D,A,A,D,C,A,C,D,A,A,C,18,30
20078269,A,D,B,A,C,A,B,A,C,A,A,B,B,A,A,A,A,B,A,B,B,C,C,A,A,A,A,B,D,C,13,30
10064195,D,D,D,A,B,D,B,A,A,A,A,A,A,A,A,A,A,B,A,B,D,A,A,B,A,A,A,D,A,B,10,30
19960582,B,D,A,A,A,B,A,A,B,A,D,D,C,B,A,B,B,D,A,D,A,A,D,C,B,C,D,B,D,C,13,30
19975847,D,D,A,A,B,A,A,A,B,A,B,D,D,D,A,A,B,B,A,C,D,A,D,A,B,A,B,A,B,C,15,30
20359947,A,D,A,D,B,A,A,C,B,A,C,D,B,B,B,A,A,C,A,C,A,A,B,B,A,B,D,A,D,D,13,30
19732735,C,A,B,B,C,D,B,D,A,C,B,C,D,B,C,C,C,B,A,D,D,B,B,A,B,D,C,C,D,C,7,30
20201667,C,D,D,B,B,C,C,A,C,C,C,B,A,B,D,A,D,C,C,A,A,B,B,D,C,A,A,A,C,B,9,30
20062155,A,C,C,D,C,B,B,A,B,A,C,D,C,A,D,C,B,B,A,D,C,A,B,D,C,B,A,C,C,C,8,30
20150460,D,D,B,A,A,A,C,A,B,A,C,D,B,B,B,A,B,B,A,B,A,B,C,C,A,C,A,A,C,B,19,30
20246208,A,C,A,A,A,B,A,A,C,C,D,D,C,A,A,A,A,C,A,A,A,C,C,C,B,A,A,D,A,C,11,30
20408391,A,C,C,C,C,C,C,B,D,C,B,D,C,D,B,A,D,B,A,D,B,C,C,B,B,A,D,B,C,A,7,30
19990013,D,D,B,A,A,A,B,A,A,C,D,B,A,B,D,A,D,C,A,A,B,C,B,C,C,C,D,A,A,C,12,30
20281434,B,A,D,B,B,B,B,B,B,C,C,B,B,B,C,A,B,C,A,C,C,A,B,B,B,B,B,A,B,B,10,30
20317607,A,D,A,A,A,A,C,B,B,C,D,A,B,B,D,A,B,D,A,C,B,B,D,C,A,C,C,A,B,C,17,30
20137158,A,B,B,A,C,B,B,C,C,D,A,C,A,B,B,B,B,B,A,C,A,B,B,B,A,A,A,C,B,A,8,30
19732696,D,C,A,C,D,D,C,B,B,D,D,D,B,C,D,C,C,C,A,B,D,C,A,A,D,C,C,A,A,C,10,30
19911149,B,D,A,B,B,A,B,B,C,A,B,A,A,A,A,C,B,B,A,A,C,C,A,D,B,B,B,B,A,A,9,30
20283975,C,A,A,A,A,A,B,A,A,A,A,D,A,A,B,D,A,A,A,C,A,A,A,B,C,C,B,A,D,C,8,30
19995793,B,D,A,D,D,D,C,C,C,B,C,A,B,A,A,A,B,B,A,C,B,B,B,D,B,A,A,C,A,C,12,30
20273939,D,D,A,B,D,A,A,A,B,C,B,D,C,C,D,B,B,B,A,C,B,A,B,B,C,B,B,B,C,A,13,30
20257264,D,A,C,D,B,B,D,C,B,D,B,D,B,C,D,A,C,D,D,C,C,D,D,A,B,D,A,B,C,A,5,30
10558382,B,D,A,B,A,A,A,D,B,C,C,D,D,B,B,A,C,D,A,C,C,B,C,A,B,C,C,C,A,C,14,30
20273965,D,D,D,B,B,A,A,A,B,C,C,A,B,B,A,A,B,C,A,B,A,B,C,C,A,A,C,A,B,A,23,30
20222959,B,D,A,A,D,A,A,B,C,B,C,D,B,B,B,C,A,C,A,B,A,C,C,B,A,C,D,A,A,C,15,30
19852582,D,B,A,A,A,A,A,A,A,A,D,D,B,B,B,B,B,D,A,C,D,C,D,B,B,B,A,D,C,C,9,30
20062209,A,A,B,C,D,B,B,A,B,B,D,A,B,B,C,A,D,D,A,A,A,A,D,C,B,A,A,A,C,A,9,30
20273998,B,D,B,A,A,B,B,D,A,B,C,A,D,A,B,B,A,A,A,C,D,D,A,C,B,C,A,B,C,A,6,30
20281460,D,D,A,C,A,A,A,B,B,B,C,B,B,B,A,A,B,B,A,D,C,C,B,D,A,C,B,A,A,C,17,30
20281461,A,D,B,D,C,D,C,C,A,D,D,D,C,D,A,B,C,D,A,C,A,B,B,A,A,D,A,D,C,B,7,30
20228584,D,C,B,A,A,A,A,B,B,C,D,A,B,C,A,A,B,D,A,B,A,B,C,C,A,C,D,A,B,C,23,30
20405677,A,C,A,D,A,C,C,C,B,C,C,D,B,B,B,A,B,D,A,D,B,C,D,B,A,A,A,D,C,B,9,30
20223966,A,C,C,B,A,C,A,A,B,A,A,D,D,A,B,A,C,A,A,C,B,A,D,C,B,A,A,D,A,C,8,30
20084364,C,D,A,A,A,C,C,A,C,B,C,D,A,B,A,B,C,C,A,C,B,A,D,C,A,B,B,A,C,A,9,30
20284011,A,D,A,A,A,A,A,A,D,B,D,D,B,B,A,A,B,D,A,C,C,D,D,C,A,B,D,A,C,D,14,30
20028335,A,D,A,A,B,A,D,D,B,C,C,A,B,B,A,A,C,D,A,B,B,C,D,A,C,B,B,A,A,A,13,30
20062240,A,D,A,C,B,D,C,A,D,A,C,D,B,B,B,A,B,C,A,D,C,C,B,B,B,B,B,B,C,D,8,30
19966896,D,D,A,B,B,A,A,A,B,D,D,A,B,C,A,A,B,D,A,B,A,B,C,C,A,C,B,A,A,D,23,30
10152835,D,C,B,D,C,D,D,A,A,A,D,D,D,A,C,C,A,D,A,A,C,A,B,B,D,C,A,A,D,D,6,30
20002549,A,A,A,A,A,A,A,C,A,A,D,A,B,A,B,A,C,A,A,A,A,A,A,A,B,A,A,A,D,A,9,30
10055538,B,B,A,B,A,A,A,A,B,C,D,D,B,A,A,A,B,D,A,D,A,C,C,B,B,B,B,D,A,C,15,30
10061876,B,D,A,A,B,A,A,D,C,A,C,D,D,B,B,A,D,D,A,D,C,C,C,B,B,C,B,A,A,B,10,30
10098592,B,D,B,A,A,A,B,A,B,B,A,B,A,A,A,A,B,B,A,A,A,B,B,B,A,B,A,D,C,C,13,30
20284007,D,C,C,D,A,D,B,B,A,A,B,D,B,A,B,B,A,A,D,A,A,B,C,B,A,C,A,B,D,D,7,30
20281467,B,A,A,B,B,B,A,A,A,B,C,D,D,A,A,B,B,A,A,B,A,B,B,A,B,C,A,C,C,C,13,30
10046279,A,D,A,A,D,B,B,B,B,C,D,D,B,D,C,A,D,B,A,D,D,D,D,A,C,B,D,C,A,C,10,30
20200811,A,C,A,C,A,C,D,D,B,A,C,B,C,B,A,A,C,D,A,C,B,B,B,C,B,D,B,B,C,A,8,30
20200813,B,C,D,C,B,C,B,A,B,C,C,B,C,B,A,C,B,C,A,B,C,B,B,C,B,B,A,C,B,C,12,30
20200817,B,C,A,A,A,D,A,A,A,B,A,C,D,A,B,C,A,B,A,B,A,A,A,B,A,C,A,D,A,B,9,30
20121927,A,D,A,B,A,A,A,C,D,B,C,B,D,A,B,A,B,D,A,C,C,A,B,C,B,B,C,A,C,D,11,30
20200819,D,D,B,D,A,A,D,A,B,B,A,D,B,B,A,B,B,C,A,C,A,B,C,C,A,B,A,C,B,A,15,30
20078176,B,D,B,B,D,A,C,A,B,C,C,B,B,B,B,A,B,B,A,A,C,D,C,C,A,C,D,A,C,D,18,30
