NIE,G1-LEG1,G1-LEG2,G1-LEG3,G1-LEG4,G1-LEG5,G1-LEG6,G2-LEG7,G2-LEG8,G2-LEG9,G2-LEG10,G2-LEG11,G2-LEG12,G3-LEG13,G3-LEG14,G3-LEG15,G3-LEG16,G3-LEG17,G3-LEG18
10001444,B,A,A,B,B,B,A,A,B,B,A,A,C,A,A,A,A,A
10689571,B,C,C,C,A,B,C,A,B,C,A,C,B,A,A,C,B,B
10306418,B,C,C,C,B,B,C,A,B,B,A,C,B,A,A,A,B,A
10306404,B,B,B,C,B,A,C,B,A,C,C,A,B,B,A,C,A,C
10303088,B,B,C,C,B,C,C,A,B,C,B,C,B,A,A,A,B,A
10001450,B,B,B,A,B,A,C,A,A,C,B,C,C,B,A,A,B,C
10306390,B,B,C,B,B,B,C,A,B,C,A,C,B,B,A,A,B,A
10094983,B,A,C,C,A,B,C,A,B,A,A,C,B,A,A,A,B,A
10743298,C,C,B,C,A,B,B,B,A,C,C,A,B,A,C,B,A,B
10626036,A,C,C,B,B,A,B,C,C,B,B,C,B,B,A,A,B,A
10309386,B,C,A,B,B,B,C,A,C,C,C,A,B,C,A,A,B,C
10458060,B,C,B,C,A,B,C,C,A,A,C,B,B,A,A,A,A,A
10309744,C,B,A,A,B,B,B,A,B,A,B,C,B,A,B,B,C,C
10309771,A,C,B,A,B,B,C,C,B,B,A,A,B,B,B,A,B,C
10309786,B,B,C,A,B,A,A,B,C,A,A,B,B,B,A,C,B,C
10500413,C,A,A,A,A,A,C,A,A,A,A,A,A,A,A,A,A,A
10375835,B,A,C,C,B,A,C,A,A,B,A,A,B,B,A,A,A,C
10377651,B,C,A,A,B,B,C,B,B,A,B,C,A,A,C,A,A,B
10530350,B,C,C,A,B,A,C,A,C,C,A,C,B,B,A,C,B,C
10303841,B,A,C,A,B,C,B,B,A,B,B,A,C,B,A,A,B,C
10517741,B,C,A,C,A,A,C,A,B,C,A,A,B,A,A,C,B,A
10451525,A,B,C,B,A,C,C,A,C,C,B,C,B,B,C,B,B,A
10001308,A,A,A,A,A,A,A,B,A,B,B,A,B,B,B,C,A,B
10296966,B,A,C,C,B,B,A,A,A,A,B,C,C,A,A,A,B,A
10296986,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,A,B,C
10451578,B,A,C,A,B,A,C,A,C,B,B,A,A,A,A,A,A,A
10625748,B,B,C,A,B,B,C,A,C,B,B,A,B,A,A,A,C,A
10633867,A,C,B,B,C,A,B,B,B,A,B,A,C,C,A,A,C,B
10451633,C,B,C,A,A,A,B,C,B,C,B,B,B,B,A,C,C,B
10319402,C,B,C,B,C,C,B,A,C,C,C,A,C,A,C,B,A,A
10296993,B,A,A,C,A,B,C,A,C,A,A,B,B,A,B,B,B,C
10296999,A,B,C,A,A,B,C,A,B,A,B,A,B,A,A,C,B,A
10451599,C,B,C,C,C,B,C,B,A,C,C,A,B,A,A,B,B,A
10315242,B,B,C,C,A,A,C,A,A,B,B,A,C,A,A,A,C,A
10811888,B,B,C,B,A,B,C,A,A,C,A,A,C,A,A,C,A,B
10231702,B,B,C,C,A,A,C,A,B,A,B,C,A,A,A,C,A,C
10298723,A,A,B,A,B,A,A,C,A,B,A,A,B,B,C,B,A,A
10611029,B,B,C,C,A,A,C,A,C,B,B,C,C,C,A,B,A,B
10654801,B,B,B,B,A,B,B,B,C,B,B,B,B,B,C,B,B,B
10318906,B,C,A,B,B,A,C,B,B,A,B,A,B,B,B,C,A,A
10760746,C,B,A,B,A,B,A,A,C,C,A,A,B,B,C,A,B,B
10315189,B,B,A,C,A,B,C,C,A,B,B,A,B,A,B,B,A,B
10315322,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10610942,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
10318788,C,B,A,B,A,C,C,A,A,C,A,A,B,A,A,A,A,A
10782374,B,B,C,C,A,B,C,A,A,B,A,C,B,B,C,C,B,A
10315250,B,B,B,B,A,B,B,A,B,A,B,A,B,B,B,C,B,C
10611070,C,B,A,C,C,B,A,B,C,A,B,B,C,A,A,A,A,A
10315167,B,B,C,C,A,A,C,B,A,C,A,A,B,A,A,A,A,B
10000210,B,C,C,B,A,C,B,A,B,A,B,B,A,A,C,B,A,A
10654813,B,B,A,B,B,B,C,C,B,B,A,B,C,B,C,C,C,C
10231931,C,B,B,A,A,B,B,B,A,B,B,B,B,B,B,B,B,A
10615259,B,B,C,C,A,B,C,A,A,C,A,A,B,B,A,C,B,A
10231938,A,C,A,A,B,C,B,A,C,B,A,B,A,A,A,C,C,A
10610790,A,C,C,B,A,B,B,C,A,B,A,B,B,B,B,B,C,C
10500460,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10315173,B,A,C,C,A,B,C,C,B,B,B,C,A,A,C,C,A,C
10231474,B,B,C,C,A,B,C,A,C,C,B,C,B,A,A,B,B,B
20178206,B,B,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A
10347236,A,C,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,C
10347183,B,A,C,B,B,C,C,A,B,A,A,B,C,C,C,B,A,C
10316584,A,B,B,B,C,A,A,A,A,A,A,A,B,A,C,C,B,C
10347290,C,C,B,A,C,B,C,B,B,A,B,B,A,C,B,B,C,A
10453798,A,C,B,C,B,A,B,A,C,A,B,C,A,B,B,A,B,B
10671269,A,A,C,B,B,C,C,B,A,C,C,B,C,B,B,A,B,A
10808462,B,B,C,C,A,B,B,A,C,C,B,C,C,C,A,B,A,A
10003124,A,A,B,A,A,A,B,C,A,A,B,A,B,C,B,A,C,C
10517552,B,B,C,C,A,B,B,A,C,C,B,C,C,C,A,B,A,B
10796954,B,B,C,C,B,B,C,A,C,B,A,C,B,A,A,C,B,C
10481305,B,B,C,C,A,B,B,A,C,C,B,C,C,C,A,B,A,B
10476040,B,B,C,C,A,B,B,A,C,C,B,C,C,C,A,B,A,A
10645781,B,B,B,C,B,A,C,A,B,B,A,A,B,B,A,C,B,A
10453937,B,B,C,B,B,B,C,A,B,B,B,A,B,A,B,B,A,B
10646364,B,B,C,C,B,B,C,A,A,B,A,A,B,A,A,C,B,A
10517543,B,B,C,C,A,B,B,A,C,C,B,C,C,C,A,C,A,B
10468846,B,B,C,C,A,B,B,A,C,C,B,C,C,C,B,A,A,B
10493850,B,C,C,C,A,B,C,A,B,B,B,C,B,A,A,A,C,B
10516353,C,B,C,A,B,C,B,C,C,A,A,C,B,C,A,B,C,A
10473173,A,B,B,C,B,B,C,A,B,C,A,B,A,B,A,B,C,B
10518089,B,C,B,B,C,B,C,C,C,C,B,A,A,A,A,C,B,B
10518037,B,A,B,B,C,A,B,B,B,C,B,B,B,B,A,A,A,B
10295139,B,C,A,C,A,C,A,B,A,A,A,A,A,C,A,C,A,A
10607534,B,B,B,A,C,C,B,C,B,C,A,A,A,B,C,B,B,C
10529795,A,A,B,B,B,A,A,B,B,A,B,B,B,B,A,A,A,B
10295923,A,B,C,B,A,C,C,B,B,C,A,A,B,A,B,A,C,B
10473225,B,C,C,A,B,C,C,A,C,C,A,A,B,A,A,A,B,A
10295145,B,B,C,B,A,A,C,A,B,C,A,C,C,B,A,A,B,C
10473199,B,C,C,C,B,B,C,A,C,C,C,A,B,A,A,C,B,A
10384654,A,C,C,A,A,A,B,C,C,B,A,A,C,B,A,C,A,A
10336531,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10384728,B,B,A,A,A,B,B,A,B,A,A,A,A,B,A,B,B,A
10677674,A,B,A,B,A,B,A,A,B,A,B,A,A,A,A,B,A,B
10521618,A,C,B,A,A,A,C,A,A,C,B,C,A,B,B,A,A,B
10649366,B,B,B,B,A,B,C,A,A,C,A,B,C,B,B,C,C,C
20305484,B,B,C,B,A,A,B,A,B,C,C,A,B,A,A,C,B,A
10356515,B,B,A,B,B,C,C,A,A,A,C,B,B,C,A,B,B,C
10074123,C,A,A,C,B,B,A,A,A,C,B,A,A,C,C,B,A,A
10385485,B,A,A,B,B,A,B,A,A,B,A,B,A,B,A,A,B,A
10649399,B,B,B,A,C,B,C,A,A,B,B,A,B,B,A,C,B,A
10182358,B,B,A,C,C,A,C,A,C,C,A,C,B,B,A,C,B,A
10625726,B,C,C,C,C,B,A,A,B,C,B,B,C,A,C,C,A,B
10384853,B,B,B,B,B,A,B,B,B,B,B,B,B,B,B,B,B,B
10384911,A,A,C,C,A,B,C,C,C,C,A,A,A,C,A,C,B,C
10649420,C,B,C,A,B,B,A,C,B,C,C,C,B,A,B,A,C,B
10384975,B,A,C,C,A,B,C,B,C,B,A,C,B,B,A,B,B,B
10385066,A,A,B,C,A,A,B,B,A,C,C,B,B,B,A,C,B,A
10527125,A,B,A,C,A,A,B,B,A,B,B,C,B,A,A,C,A,B
10385335,B,B,C,B,B,C,A,A,B,B,B,C,A,A,A,C,B,B
10385405,B,B,B,B,A,B,C,A,A,A,B,B,C,C,C,C,C,C
10340082,B,A,C,C,A,A,B,C,C,A,A,B,C,A,C,C,B,A
10625678,B,A,C,B,B,B,C,A,A,C,A,A,C,A,A,A,A,B
10385538,B,B,C,C,A,C,C,A,B,C,A,A,B,B,A,C,B,A
10521713,B,A,C,C,A,A,C,B,A,C,C,A,B,A,A,C,C,C
10521347,B,C,C,C,A,A,C,A,B,C,A,A,B,A,C,C,B,C
10232367,B,B,C,C,C,B,C,A,B,C,A,C,C,A,A,C,B,B
10161343,B,B,C,B,B,A,C,A,A,C,C,C,C,A,C,C,B,B
10233128,B,B,C,A,A,B,B,A,B,B,B,B,B,B,B,C,B,B
10233219,B,A,B,C,A,A,A,A,B,B,A,C,A,A,A,C,B,B
10233225,C,C,C,A,A,B,C,A,A,A,C,B,B,B,B,B,A,B
10603909,B,B,C,A,A,A,C,B,A,C,A,A,C,A,A,A,B,B
10232988,B,A,A,B,B,C,B,B,A,B,C,C,C,C,C,A,A,C
10232990,C,B,A,B,A,B,A,C,C,B,B,A,B,B,B,B,B,C
10233194,C,A,B,C,C,B,C,C,C,B,C,A,B,B,B,A,C,A
10234609,B,B,A,A,B,B,B,A,A,C,A,A,A,C,A,A,A,A
10232991,B,A,A,C,B,A,A,A,C,C,A,C,B,A,A,A,A,B
10398938,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
10820236,B,C,C,B,A,C,C,B,B,C,B,B,B,B,C,C,B,B
10232995,B,B,A,C,C,C,C,A,C,A,A,A,A,A,A,A,A,A
10090000,B,B,A,B,C,A,B,C,C,B,B,C,C,B,C,C,A,B
10743470,B,A,A,B,B,A,C,A,B,A,A,B,B,B,A,A,A,B
10305165,B,A,C,B,B,B,B,C,B,B,B,C,B,B,A,C,B,C
10153904,B,C,C,C,A,C,C,A,C,C,B,A,C,C,C,B,B,B
10232993,A,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,A,A
10233202,C,B,C,C,C,A,B,C,B,C,C,B,B,A,A,B,B,C
10363897,C,B,A,B,A,C,C,B,B,C,B,C,B,C,C,A,C,C
10363917,A,B,A,B,A,B,B,B,B,B,B,B,B,B,C,C,B,B
10295407,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10286751,B,B,C,C,B,A,C,A,B,C,A,C,B,B,A,C,B,A
10483972,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10693672,B,C,C,B,A,B,C,C,B,B,B,C,C,B,A,C,A,B
10294061,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10488342,B,C,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10460296,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10691066,B,B,B,B,B,B,C,C,C,C,C,C,B,B,B,B,B,B
10294134,B,B,B,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10466302,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10465624,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10460519,B,B,B,C,A,A,C,A,B,C,A,C,B,B,A,C,B,C
10401247,B,B,C,C,B,B,C,A,C,C,C,C,C,A,A,C,B,A
10625695,B,A,C,C,B,B,C,A,B,B,C,A,A,B,C,B,C,B
10667105,B,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
10349835,B,C,C,C,A,B,C,A,A,A,B,A,B,C,C,A,B,A
10236161,B,A,A,B,B,C,B,B,A,B,B,B,B,B,B,C,B,A
10512957,B,B,C,B,A,A,B,A,B,C,A,C,B,B,A,C,B,A
10390346,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10652484,B,B,B,B,A,A,C,A,A,C,B,C,B,B,A,C,B,A
10002814,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10802533,B,A,C,B,B,A,B,B,A,A,A,A,B,C,C,B,B,C
10604041,B,A,B,A,C,A,C,A,B,A,A,A,A,A,B,A,A,A
10230762,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10383965,C,B,A,B,C,A,C,A,A,C,B,A,B,B,C,A,C,A
10383746,B,C,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10286135,B,B,C,C,A,B,C,A,C,B,A,C,B,A,A,A,B,A
10287389,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10383885,B,B,B,C,A,A,C,B,A,B,B,A,B,A,A,A,B,B
10802774,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10527632,B,B,C,C,B,B,C,A,B,C,A,C,B,B,A,C,B,A
10743547,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10512711,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10802706,B,B,A,A,C,B,C,A,B,C,A,C,B,B,A,C,B,A
10666980,B,C,B,C,B,B,C,A,B,C,A,C,B,B,A,C,B,A
10663495,B,B,B,C,B,B,C,A,B,B,A,A,B,B,A,C,B,A
10663542,A,B,C,C,A,B,A,A,C,C,C,C,B,C,A,A,A,A
10376648,B,B,C,A,A,B,C,A,B,B,B,A,C,A,B,A,A,B
10400314,C,C,C,C,A,B,B,C,B,B,A,C,B,B,A,B,B,B
10383816,B,B,C,A,B,B,B,A,A,A,A,C,B,B,A,C,B,A
10453875,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
10375920,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10002823,B,A,B,C,A,A,B,C,A,C,A,A,B,A,A,C,A,A
10536108,B,B,B,A,C,A,B,B,C,B,C,B,A,C,B,B,B,C
10095343,B,B,C,A,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10350261,A,A,B,C,A,B,B,B,A,C,A,C,A,A,A,A,A,B
10387111,B,A,C,C,A,A,B,C,B,C,B,A,B,A,B,A,B,A
10389012,B,A,C,A,A,C,C,A,C,A,B,B,C,A,B,B,B,C
10122476,B,B,C,C,A,B,C,C,C,C,A,C,B,B,C,C,B,A
10124413,B,B,C,C,A,B,C,A,B,C,B,C,B,B,A,C,A,A
10360827,B,B,C,C,A,C,C,A,B,C,A,C,B,A,B,A,A,B
10454004,B,C,C,C,B,B,C,A,C,C,B,A,B,A,C,C,B,B
10424501,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,A,A
10510694,B,B,C,C,A,B,C,A,A,B,A,B,B,A,A,C,B,C
10350340,B,B,C,C,A,A,C,A,C,C,A,C,A,A,B,A,A,B
10350171,B,B,C,A,A,B,C,A,A,B,A,A,B,C,B,A,A,A
10425366,B,B,C,A,C,B,C,A,C,C,A,B,B,B,B,A,A,B
10130098,B,C,C,C,C,B,C,A,A,C,A,A,B,B,A,B,B,A
10316336,B,C,C,C,A,A,C,A,B,C,A,C,B,A,A,A,B,B
10816785,B,B,C,C,A,B,C,A,C,C,A,C,B,B,A,A,A,C
10007862,B,B,C,A,A,B,C,A,B,C,A,C,B,B,A,A,B,A
10072348,B,C,C,C,A,B,A,C,B,C,A,A,B,B,A,B,A,C
10492497,B,C,C,B,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10813671,B,C,C,C,C,A,C,A,A,C,A,C,A,B,A,C,B,A
10386321,B,B,C,C,A,B,C,A,B,C,A,C,B,C,A,B,C,A
10001123,B,C,C,C,A,A,C,A,B,C,A,C,B,B,A,A,B,A
10492514,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10095947,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,A,B,A
10386032,B,C,A,C,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10320142,B,C,C,C,A,A,B,A,B,C,C,C,B,B,A,C,B,A
10311938,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,C
10302065,B,C,C,C,A,A,C,A,A,C,A,B,B,A,A,B,B,A
10350453,B,C,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10481963,A,B,C,B,A,A,C,A,B,C,A,C,B,A,A,A,A,A
10343811,B,B,B,C,A,B,C,A,A,C,A,A,A,B,A,A,B,A
10094061,B,A,C,C,A,C,B,C,B,C,A,B,A,C,C,B,A,C
10093568,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10316476,C,B,B,A,B,A,A,B,B,A,B,A,A,B,B,A,A,A
10341779,B,C,C,C,A,A,C,A,B,C,C,C,B,B,A,A,B,A
10604238,B,C,C,B,B,B,C,A,C,B,B,A,B,B,C,B,A,B
10316348,B,A,C,B,C,C,C,A,A,C,A,C,B,C,A,C,B,A
10807442,B,B,C,C,A,A,C,A,C,C,A,A,B,B,A,B,B,A
10366631,C,C,C,C,B,B,A,A,A,B,B,A,C,A,A,A,B,A
10344175,B,C,C,C,A,B,C,A,C,C,A,C,B,B,A,C,B,A
10316312,B,B,C,C,A,A,C,A,C,C,A,C,B,B,A,C,B,A
10316505,A,C,C,B,B,A,B,B,B,A,B,A,A,A,A,B,C,A
10492507,B,B,C,C,A,B,C,A,A,C,A,A,C,B,A,A,A,A
10342919,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10422963,B,B,A,B,A,A,B,B,A,C,A,C,B,B,A,C,B,C
10507280,B,B,C,C,A,B,B,A,C,B,B,B,C,B,C,A,A,B
10327789,B,B,C,C,A,C,C,A,A,C,A,C,B,B,C,B,B,B
20301420,B,B,C,C,A,C,A,A,B,C,A,C,B,B,A,C,C,C
10422970,B,B,A,A,A,B,A,C,B,B,C,C,A,A,C,A,B,B
10519903,B,C,B,C,B,B,B,C,B,B,A,C,B,A,C,B,B,A
10604345,B,B,C,C,C,A,A,A,A,A,B,B,B,C,B,B,C,A
10300016,B,B,C,C,A,A,C,A,C,C,A,C,B,A,A,C,B,A
10733126,B,B,C,C,A,B,C,A,B,C,A,B,B,B,A,B,B,A
10599234,B,A,C,A,A,B,A,C,A,A,A,A,A,A,A,A,A,A
10389673,B,B,C,C,C,A,C,A,C,C,A,C,B,C,A,C,B,C
10602056,B,B,C,C,A,B,C,A,A,C,A,B,B,B,A,C,B,A
10732662,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10235681,B,B,C,C,A,C,C,A,B,C,C,C,B,B,A,C,B,A
10232840,B,B,C,C,A,B,C,A,B,A,A,C,C,B,A,A,B,A
10604004,B,B,A,C,A,A,C,A,B,C,A,C,B,B,A,C,A,A
10350019,B,B,C,C,A,B,C,A,B,A,A,C,B,B,A,B,B,A
10422954,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A
10231603,B,B,A,C,A,C,C,A,A,C,A,C,B,B,A,C,B,A
10231096,B,C,C,C,B,B,A,A,C,B,B,A,B,A,A,C,B,C
10232682,B,B,C,A,A,A,C,A,B,C,A,C,B,B,A,A,B,A
10604162,B,A,A,B,C,B,C,A,C,C,A,B,B,B,A,B,B,C
10454041,B,B,C,B,A,B,C,A,C,C,A,A,B,B,B,C,B,A
10231967,B,B,C,C,A,A,C,A,B,C,A,C,B,A,A,C,B,A
10621853,B,A,A,B,A,A,B,B,C,A,C,B,A,B,C,C,B,B
10232012,B,B,C,C,A,A,C,A,B,C,C,C,A,A,A,C,B,A
10224672,B,B,B,C,A,C,C,A,B,C,A,C,B,C,A,C,A,A
10478356,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C
10395507,B,B,A,B,A,A,C,A,B,C,B,C,A,B,A,C,A,A
10425850,B,B,C,A,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10386731,B,C,C,B,A,A,C,A,B,C,A,C,A,A,A,A,A,A
10362579,B,B,C,C,A,A,A,A,A,C,A,C,B,C,A,A,B,A
10296275,B,C,C,C,A,B,B,A,C,A,A,C,B,B,A,C,B,A
10287427,B,B,C,C,A,B,C,A,A,B,A,A,C,B,A,C,B,C
10275628,B,B,C,A,A,B,C,A,B,C,A,C,B,A,A,C,B,A
10286168,C,A,C,A,A,B,B,A,C,B,B,A,B,A,B,B,C,B
10376662,B,A,B,B,B,B,A,B,B,B,B,C,C,B,B,B,B,C
10360952,B,A,B,A,B,A,C,A,A,A,A,A,A,A,A,A,A,A
10350088,A,A,B,B,A,A,C,A,A,B,B,A,B,B,B,A,A,C
10285995,B,B,B,B,C,B,C,A,B,B,A,A,B,A,C,B,A,A
10231094,B,C,C,C,C,B,A,C,A,C,C,C,B,A,C,A,C,C
10316239,B,B,C,C,A,A,C,A,B,A,A,A,B,A,A,C,B,A
10375650,B,B,C,C,B,A,C,A,B,C,A,A,B,A,A,C,B,C
10625791,C,B,A,A,A,B,C,A,A,C,C,B,A,A,C,B,B,B
10232194,B,C,C,C,A,B,C,A,B,C,A,C,B,C,A,A,B,A
10286377,A,B,C,C,C,B,A,C,B,A,B,B,B,C,B,A,A,B
10342849,B,C,B,C,C,B,C,A,B,B,B,A,B,B,B,A,A,C
10101716,B,B,C,C,B,A,C,A,B,C,A,C,B,A,A,C,B,A
10810034,B,C,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10365323,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,C,A,C
10087268,B,B,C,C,A,A,C,C,C,C,A,A,B,A,A,C,B,A
10286214,B,B,A,A,A,C,A,A,B,B,B,C,B,C,C,B,B,B
10286290,B,C,C,B,A,B,C,B,C,C,A,C,B,B,A,A,B,A
10343977,B,B,C,A,B,B,C,C,B,C,A,C,A,A,C,A,B,C
10625814,C,A,A,A,A,A,C,A,A,B,A,B,A,A,C,A,B,A
10344000,B,B,C,C,B,B,C,B,B,B,A,C,B,B,B,A,B,A
10663877,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10531121,A,A,C,B,A,A,C,C,A,C,A,C,B,B,A,A,B,B
10334915,B,C,C,C,A,A,C,A,B,A,A,C,B,C,A,B,B,A
10316533,B,B,C,C,A,B,C,A,A,C,A,A,B,A,A,A,B,A
10342983,B,B,A,C,A,B,B,A,B,C,B,A,C,A,C,C,B,C
10405616,B,B,C,C,A,A,B,A,B,C,A,C,B,B,A,C,B,A
10343850,B,B,C,C,A,A,C,A,C,B,A,A,B,B,C,A,B,C
10347618,C,A,C,B,A,B,C,B,C,A,A,B,B,B,C,A,C,A
10496005,B,B,C,A,B,A,C,A,A,C,A,A,A,C,A,A,C,A
10743236,B,B,C,C,A,B,C,A,A,C,A,B,C,B,C,C,B,A
10491746,B,B,B,C,A,A,B,A,B,A,C,A,C,B,A,B,A,B
10376682,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10679357,B,B,C,C,B,B,C,A,B,A,B,A,C,A,B,B,A,C
10095937,B,B,B,C,A,C,A,C,C,C,C,B,C,C,B,A,A,A
10189215,C,C,C,A,A,A,A,A,A,C,C,B,A,A,A,A,A,A
10093429,B,B,C,C,A,B,C,A,B,C,A,C,B,B,A,C,B,A
10095928,B,C,C,A,A,A,C,A,A,C,A,C,B,B,A,C,B,A
10286362,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,C,B,A
10286370,B,C,C,A,A,A,C,A,B,C,A,A,B,A,A,C,B,A
10315187,B,C,C,C,A,B,C,A,B,C,A,C,B,C,A,C,C,C
20341647,B,B,C,C,B,B,C,A,B,B,A,C,B,B,A,C,B,A
10468698,B,B,C,C,A,B,C,A,B,C,A,A,B,B,C,C,A,A
10360919,B,B,C,C,A,B,C,A,C,C,A,A,B,A,A,C,C,A
10286276,B,C,C,C,B,B,B,B,B,C,C,C,C,C,C,A,C,B
10306255,A,B,A,A,A,C,C,A,C,A,A,B,A,B,B,C,A,C
10360901,B,B,C,C,C,A,C,A,A,A,B,A,B,B,A,A,B,A
10320648,C,A,B,B,A,B,A,B,B,B,B,C,B,A,C,C,A,B
10294069,B,B,C,C,C,B,C,A,B,C,A,A,B,B,A,C,B,C
10301370,A,A,B,A,A,A,B,A,B,C,A,B,A,B,B,C,B,B
10339268,B,B,C,B,A,A,C,A,C,C,C,C,B,B,A,A,B,A
10402823,B,A,A,C,B,A,C,B,B,C,B,B,C,C,B,A,A,A
10360893,B,B,C,C,A,A,C,A,B,C,A,C,B,B,A,A,A,A
10494385,B,B,C,C,A,B,C,C,C,A,B,A,B,B,A,C,B,A
10533460,B,B,C,C,A,B,C,A,B,C,A,C,B,A,A,A,A,A
10470575,C,C,A,B,C,B,C,B,B,C,A,B,C,C,B,B,C,A
10301274,A,C,C,C,A,C,C,C,C,A,C,C,B,B,C,A,A,B
10677846,C,A,C,B,C,C,A,A,C,B,B,A,B,A,A,C,B,A
10286183,B,C,C,C,A,A,C,A,C,A,B,C,B,B,A,C,B,A
10341738,A,A,C,B,A,B,C,A,A,B,A,A,B,B,C,A,B,B
10400699,B,C,B,B,A,A,C,A,A,C,A,A,B,B,A,C,B,A
10009082,B,B,C,C,A,B,C,A,C,A,A,C,C,B,A,C,B,A
10488470,B,C,C,C,A,B,C,A,B,C,A,C,B,C,A,C,B,A
10375995,B,A,C,B,B,B,A,A,B,C,B,B,B,C,B,C,A,B
10343786,B,B,C,C,A,B,C,C,C,C,A,A,B,B,A,C,B,C
10518716,A,B,C,C,A,B,B,A,A,A,A,A,B,A,A,B,C,A
10349276,B,B,C,C,A,B,C,A,C,C,C,A,B,A,A,C,B,A
10319851,B,B,B,B,B,C,C,B,C,C,A,A,B,B,A,A,A,A
20331047,B,C,C,B,B,A,A,A,B,B,B,A,B,B,A,C,A,B
10319792,B,A,B,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A
10306960,B,B,B,B,A,B,C,B,C,C,A,A,B,B,A,A,A,A
10684938,B,B,C,C,A,B,C,A,B,C,B,C,B,B,A,C,A,A
10001301,B,B,C,C,A,C,A,B,C,C,C,C,B,B,B,B,A,C
20311926,B,C,B,B,C,A,B,B,A,A,C,C,C,B,B,B,A,C
10421772,A,C,A,A,C,A,A,C,C,B,A,A,C,A,B,A,A,A
10345199,C,A,B,A,B,B,A,B,A,B,A,C,A,B,B,A,A,A
10346986,B,C,B,A,A,B,C,A,C,C,B,C,C,B,A,C,C,C
10376017,A,B,B,B,A,B,B,A,A,B,A,B,A,A,B,B,B,C
10534959,A,B,A,C,A,A,B,A,A,A,A,A,A,B,A,C,A,A
10339694,A,A,A,C,C,A,C,A,A,B,A,C,B,A,A,C,A,A
10095933,B,B,C,C,C,A,C,A,C,B,A,C,B,B,A,C,B,C
10343890,B,B,C,B,A,B,C,A,A,C,A,C,A,A,A,A,A,A
10533252,B,B,C,B,A,A,C,B,B,A,C,A,B,B,A,A,A,A
10136807,B,C,C,C,A,B,C,A,B,C,A,A,B,B,A,A,B,B
10477931,B,A,C,A,C,A,C,A,A,C,A,A,B,A,A,A,B,A
10013333,C,B,A,A,A,B,C,C,A,B,B,B,B,C,C,B,B,A
10096081,B,B,C,C,A,B,C,C,A,C,A,A,B,B,A,C,B,C
